temperature,rainfall,humidity,soil_pH,NDVI,EVI,SAVI,LAI,GDD,Temp_Humidity,Rainfall_NDVI,Vegetation_Index,season,crop_yield
21.236203565420873,264.35007471674686,72.17975450775633,6.897197148025555,0.6834312586700398,0.6743098522149259,1.0092569119728296,0.33842483593085504,2970.291252051585,1532.8239600288182,180.66510429318538,0.7889993409525985,2,162.57291448924047
38.52142919229749,244.79912003856816,82.71791876126665,6.55483142086122,0.2551477258946496,1.0078276341203138,0.601628505910473,0.2686229260410727,6982.020768516755,3186.4124504963493,62.45993877885202,0.6215346219751455,4,362.442128444024
31.959818254342153,22.564612245153487,36.289771397362415,5.652738103838118,0.8851551070193334,0.19385224631186404,0.8111557854278887,4.830397869673896,495.514783883274,1159.814498351327,19.973181766708596,0.6300543795863621,3,32.054122426988194
27.959754525911098,177.21143553681662,68.1142984665949,4.525857431158842,0.6518046151623174,0.19925041058100296,0.5078507128712172,2.1352621108115084,3182.673881425545,1904.4590648306362,115.50723154243657,0.4529685795381792,3,169.32656752360583
14.680559213273096,196.29585320506996,63.59840856721864,6.484956887603255,0.24148349520125884,0.6903411143200537,0.7115363064195602,5.196321190193047,918.7743642462933,933.6602028409882,47.40220872547352,0.5477869719802909,1,55.766920722541975
14.67983561008608,205.42316263948123,85.79058202700304,5.642503954248973,0.9661042517330861,1.1383354513621264,0.40760473429217464,2.8630900725942348,961.3466316567487,1259.39164105001,198.46019083046008,0.8373481457957958,1,58.133150452986186
11.742508365045984,294.2844609213928,92.01740014090714,7.43843320284214,0.5665289170017885,0.5272474221263673,0.3662169707747176,2.9991878453117686,512.7931348585748,1080.5150908843857,166.72065693625183,0.48666443663429115,3,40.46309439607744
35.98528437324806,271.46524789617047,16.03332557557788,4.5957850610819335,0.1656086066844895,0.4259834152928991,0.6571412754779895,3.382448656061272,7054.101664036269,576.9637802860411,44.95698146734434,0.41624443248512605,2,363.4176900845165
28.033450352296263,307.87349546878784,72.29169311999738,6.839311245223163,0.6641496139735605,0.7476927216775687,0.5730361578931794,4.663401320800665,5552.021395324294,2026.585589962884,204.4740631682862,0.6616261645147695,3,295.3239838542694
31.242177333881365,384.79279815564286,19.406042925176965,8.265896950024262,0.3278790163115292,1.1200158906267856,0.6585131876074802,1.8504183413101254,8173.836855222584,606.2870344172926,126.165484143033,0.702136031515265,4,422.38868779160777
10.617534828874074,408.3630119708858,61.65298653157525,5.197637068445998,0.8233241066895722,1.0124670077713172,0.35099361035137416,0.8781590370145722,252.17838271594252,654.6027318031045,336.21511203599266,0.7289282416040878,1,29.8614107376464
39.097295564859834,361.88030735098226,39.44878196871265,6.386597963002382,0.8360398662095716,1.1948061523432028,0.435305723407845,3.658766945225354,10529.73826209385,1542.3406883044718,302.54636374159384,0.8220505806535398,1,544.2635479329257
34.97327922401266,478.206611017918,41.076010959382,4.865687967268553,0.9810526202691957,0.07595387068273365,0.13809285866035478,2.1926567887535313,11942.387223719274,1436.5628006910708,469.14584876918053,0.39836644987076136,3,617.1134438548875
16.370173320348286,18.9339655114172,45.001472793450304,7.0027276490454105,0.5516825779220533,0.17978686641967656,0.10489019088581601,2.9319444074754397,120.61264194922443,736.6819092997195,10.44553890362589,0.2787865450758486,2,10.92725753189106
15.454749016213018,105.93121298493759,67.80985816921685,6.702126722384902,0.5094611917549634,0.7508879278716153,0.3161299861566671,4.240458933358754,577.82817981584,1047.9843388302484,53.96784201135516,0.5254930352610819,2,35.73040827834952
15.502135295603015,13.705808739289639,43.39424708184538,6.129462096851329,0.7781280449018325,0.9936629052339272,0.12795920229707305,3.262404743304132,75.41121401922977,672.7034893135934,10.664874158101897,0.6332500508109442,4,7.428471596449698
19.127267288786133,327.26260993575545,77.27941930017383,6.585508085894965,0.2192235907077339,0.3780309936527815,0.15896344406647772,4.069784429445394,2987.0133145093964,1478.1441088766026,71.74368445450082,0.25207267614233103,1,164.97457606766739
25.742692948967136,450.0349689854936,49.38482777377892,8.08629863387604,0.5922239624138118,0.32509275123935155,0.903574825663634,3.5828800135272183,7084.762333036574,1271.298457718015,266.52149255736595,0.6069638464389325,3,374.6826209433635
22.958350559263472,129.30632532238664,20.81002202634648,5.285177209244268,0.5916228401177659,0.955022169288381,0.09081738186752378,4.834696780391035,1675.5966930576535,477.7637808268569,76.50057543242218,0.5458207970912236,3,91.93191928392781
18.736874205941255,464.24692695019024,81.61958661114912,4.590258046821389,0.18052581052934852,0.11483913193121631,0.7418899336314799,4.6179943533543675,4056.0670012586115,1529.2959270740282,83.80855277344234,0.34575162536401494,1,220.31887014166796
28.355586841671386,39.531021241884815,39.28945759038001,7.946659538796403,0.47618567695622227,0.4747900447199728,0.33618563625617054,3.518815307575163,725.615093345373,1114.0756266661854,18.82410611083772,0.42905378597745525,3,38.108516011507966
14.184815819561255,467.873653134702,51.78518476593732,6.808468329551626,0.8679563187104817,0.6316806059811793,0.9651229647435329,4.444979333502124,1957.9650651940162,734.5633080867702,406.0938935964208,0.8215866298117313,1,115.30250877552768
18.764339456056547,182.29511674742085,73.26273007386163,8.06263382184737,0.8705382597951943,0.6944009755028719,0.5592418988063745,5.690781454544721,1597.6962843558551,1374.7267365833825,158.69487370246154,0.7080603780348135,2,90.65486867422419
20.99085529881075,59.696205940116094,43.25877335764052,6.887780893652691,0.1893138984277129,0.8879074303116934,0.37085528229421705,2.8665362418442792,656.1123613758227,908.0386519542818,11.30132146786697,0.48269220367787447,2,41.21719215106765
23.682099526511077,248.07716200129957,19.809780772470827,7.74064435983881,0.18164879447304777,0.4580725819452569,0.5935208824739063,2.7416836655922796,3394.2164207561927,469.1371998520196,45.062917413831045,0.4110807529640703,3,181.911349607555
33.55527884179041,135.82051818304888,46.783288996089155,6.218693453420592,0.33642592930174176,0.7545869963757983,0.45105591999753225,4.9911719734552324,3199.290178238181,1569.8263073998367,45.69354404797633,0.5140229485583574,2,169.3922785875898
15.990213464750791,149.5877219613422,95.27812952901579,7.499439725153075,0.8872894562985941,0.7231817362095998,0.6425161179033217,3.828344557068762,896.0623862542298,1523.5176296911382,132.7276084880246,0.7509957701371719,2,54.387587294567645
25.42703315240835,160.57208281388043,69.54742377037745,8.152165867559424,0.21601232656614905,0.6797585157518091,0.17025951174266565,0.5544433934245667,2477.1508449209923,1768.38464987398,34.68554919019867,0.35534345135354134,4,132.30234755826928
27.772437065861276,403.4826899380051,72.07572763671259,6.788491854888825,0.7479971223647016,0.786555787113544,1.0968400279531787,5.809516900422921,7170.870714087614,2001.7186097667586,301.80389099759697,0.8771309791438081,1,378.31988024503767
11.393512381599932,274.1890255708747,68.7439830591994,5.223140602249519,0.19104905765179292,0.3483665467282877,0.49683367158155345,0.2970118543208969,382.08580203183413,783.2354221454842,52.38355495377897,0.34541642532054473,1,31.70464384044547
28.22634555704315,162.5407725864418,31.914331811552128,5.575190460120792,0.6608240683730429,0.1473460666223233,0.4156421716927371,4.889736679742356,2962.524288269254,900.8249579350053,107.41085461707002,0.40793743556270107,3,154.7637755456731
15.115723710618745,309.06355382235,50.55837844869381,5.294578307589623,0.4204605692072303,0.18716242284570495,0.7957203407320782,4.9562825133076025,1581.0837503770886,764.2264798873567,129.94903776135473,0.4677811109283378,1,92.08310442775806
11.951547789558386,360.91383036936486,78.82988286088205,5.487428110382932,0.8100225666692803,0.3082697400519862,0.4320943768200991,6.199910945804355,704.3405878783844,942.1391122571214,292.34834722223417,0.5167955611804552,4,51.334161974046125
38.466566117599996,143.58576035943153,23.616696292018528,5.725661797404145,0.31032140394282726,0.6252276258512031,0.9249380202801957,0.4464602137748529,4087.393540817626,908.4532093962093,44.55773474093714,0.6201623500247421,3,211.85708060540853
38.96896099223678,212.63905974742224,38.61748596762554,6.720535147012754,0.6752816464509639,1.016509163127923,0.5269842605784466,3.9198839090207422,6159.932627248981,1504.883304290651,143.59125436602417,0.7395916900524445,3,320.2347283837036
34.25192044349383,69.7241857351043,38.48712421959756,6.851966517855331,0.3121142811182965,0.8564873434016417,0.8055363339287067,2.8381796520131393,1690.9454054351368,1318.2579168685202,21.76191410727066,0.6580459861495483,1,90.48512661044053
19.13841307520112,98.76318127199336,51.72160884553301,6.205998988967444,0.7422942548009384,0.9573966948323542,0.1628258772639809,2.2160509111010693,902.5387470844427,989.869514999787,73.3113420440643,0.6208389422990912,2,52.61393081172643
